ID	Concept	Language	IPA
5323	bone	WARAY WARAY	tulan
5324	breast	WARAY WARAY	dughan
5325	come	WARAY WARAY	kanhi
5326	die	WARAY WARAY	mataj
5327	dog	WARAY WARAY	ajam
5328	drink	WARAY WARAY	inom
5329	ear	WARAY WARAY	taliŋa
5330	eye	WARAY WARAY	mata
5331	fire	WARAY WARAY	kajo
5332	fish	WARAY WARAY	isda
5333	full	WARAY WARAY	
5334	hand	WARAY WARAY	kamot
5335	hear	WARAY WARAY	pamati
5336	horn	WARAY WARAY	
5337	knee	WARAY WARAY	
5338	leaf	WARAY WARAY	dahon
5339	liver	WARAY WARAY	ataj
5340	louse	WARAY WARAY	tuma
5341	mountain	WARAY WARAY	
5342	name	WARAY WARAY	ŋaran
5343	new	WARAY WARAY	bago
5344	night	WARAY WARAY	gabi
5345	nose	WARAY WARAY	iroŋ
5346	one	WARAY WARAY	usa
5347	path	WARAY WARAY	dalan
5348	person	WARAY WARAY	tawo
5349	see	WARAY WARAY	kita
5350	skin	WARAY WARAY	panit
5351	star	WARAY WARAY	biton
5352	stone	WARAY WARAY	bato
5353	sun	WARAY WARAY	adlaw
5354	tongue	WARAY WARAY	dila
5355	tooth	WARAY WARAY	ŋipon
5356	tree	WARAY WARAY	
5357	two	WARAY WARAY	duha
5358	water	WARAY WARAY	tubig
5359	we	WARAY WARAY	kita
5360	you	WARAY WARAY	ikaw
5361	I	YAKAN	aku
5362	blood	YAKAN	lahaʔ
5363	bone	YAKAN	tolaŋ
5364	breast	YAKAN	susu
5365	come	YAKAN	pitu
5366	die	YAKAN	matej
5367	dog	YAKAN	asu
5368	drink	YAKAN	inum
5369	ear	YAKAN	tajiŋe
5370	eye	YAKAN	mata
5371	fire	YAKAN	ebut
5372	fish	YAKAN	kena
5373	full	YAKAN	
5374	hand	YAKAN	taŋan
5375	hear	YAKAN	takale
5376	horn	YAKAN	
5377	knee	YAKAN	
5378	leaf	YAKAN	dawen
5379	liver	YAKAN	buaʔ
5380	louse	YAKAN	kutu
5381	mountain	YAKAN	
5382	name	YAKAN	alen
5383	new	YAKAN	baʔahu
5384	night	YAKAN	saŋem
5385	nose	YAKAN	uŋ
5386	one	YAKAN	isaʔ
5387	path	YAKAN	lalan
5388	person	YAKAN	aʔa
5389	see	YAKAN	kite
5390	skin	YAKAN	kuit
5391	star	YAKAN	bituʔun
5392	stone	YAKAN	batu
5393	sun	YAKAN	
5394	tongue	YAKAN	delaʔ
5395	tooth	YAKAN	impen
5396	tree	YAKAN	
5397	two	YAKAN	duwe
5398	water	YAKAN	boheʔ
5399	we	YAKAN	kita
5400	you	YAKAN	kaʔu
5401	I	YOGAD	ku
5402	blood	YOGAD	daga
5403	bone	YOGAD	tulaŋ
5404	breast	YOGAD	sussu
5405	come	YOGAD	
5406	die	YOGAD	bajandag
5407	dog	YOGAD	atu
5408	drink	YOGAD	inum
5409	ear	YOGAD	bambaŋ
5410	eye	YOGAD	mata
5411	fire	YOGAD	afuj
5412	fish	YOGAD	ikan
5413	full	YOGAD	pannu
5414	hand	YOGAD	kamat
5415	hear	YOGAD	sim
5416	horn	YOGAD	tagud
5417	knee	YOGAD	tud
5418	leaf	YOGAD	don
5419	liver	YOGAD	agal
5420	louse	YOGAD	tuma
5421	mountain	YOGAD	bakulud
5422	name	YOGAD	nagan
5423	new	YOGAD	bagu
5424	night	YOGAD	gabi
5425	nose	YOGAD	iguŋ
5426	one	YOGAD	tata
5427	path	YOGAD	daddaman
5428	person	YOGAD	tawlaj
5429	see	YOGAD	ita
5430	skin	YOGAD	gaddaŋ
5431	star	YOGAD	bitun
5432	stone	YOGAD	batu
5433	sun	YOGAD	igaw
5434	tongue	YOGAD	dila
5435	tooth	YOGAD	ŋipan
5436	tree	YOGAD	kaju
5437	two	YOGAD	addu
5438	water	YOGAD	danum
5439	we	YOGAD	
5440	you	YOGAD	
5441	I	ZAMBOANGUENO	jo
5442	blood	ZAMBOANGUENO	sa*ŋre
5443	bone	ZAMBOANGUENO	weso
5444	breast	ZAMBOANGUENO	teta
5445	come	ZAMBOANGUENO	be*i
5446	die	ZAMBOANGUENO	mori
5447	dog	ZAMBOANGUENO	iru
5448	drink	ZAMBOANGUENO	toma
5449	ear	ZAMBOANGUENO	orehas
5450	eye	ZAMBOANGUENO	oho
5451	fire	ZAMBOANGUENO	pwego
5452	fish	ZAMBOANGUENO	peskaw
5453	full	ZAMBOANGUENO	lje*o
5454	hand	ZAMBOANGUENO	ma*o
5455	hear	ZAMBOANGUENO	si*ti
5456	horn	ZAMBOANGUENO	kwerno
5457	knee	ZAMBOANGUENO	rudilja
5458	leaf	ZAMBOANGUENO	ohas
5459	liver	ZAMBOANGUENO	igaw
5460	louse	ZAMBOANGUENO	kutu
5461	mountain	ZAMBOANGUENO	bu*dak
5462	name	ZAMBOANGUENO	nombre
5463	new	ZAMBOANGUENO	nwebo
5464	night	ZAMBOANGUENO	noCe
5465	nose	ZAMBOANGUENO	naris
5466	one	ZAMBOANGUENO	uno
5467	path	ZAMBOANGUENO	se*dero
5468	person	ZAMBOANGUENO	he*te
5469	see	ZAMBOANGUENO	mira
5470	skin	ZAMBOANGUENO	pjel
5471	star	ZAMBOANGUENO	estrelja
5472	stone	ZAMBOANGUENO	pjedra
5473	sun	ZAMBOANGUENO	sol
5474	tongue	ZAMBOANGUENO	le*ŋwa
5475	tooth	ZAMBOANGUENO	dje*te
5476	tree	ZAMBOANGUENO	pu*o
5477	two	ZAMBOANGUENO	dos
5478	water	ZAMBOANGUENO	agwa
5479	we	ZAMBOANGUENO	kita
5480	you	ZAMBOANGUENO	ebos
5481	I	IMOROD	
5482	blood	IMOROD	rala
5483	bone	IMOROD	totowaŋ
5484	breast	IMOROD	soso
5485	come	IMOROD	maji
5486	die	IMOROD	zakat
5487	dog	IMOROD	agsa
5488	drink	IMOROD	inom
5489	ear	IMOROD	taliŋa
5490	eye	IMOROD	mata
5491	fire	IMOROD	apoj
5492	fish	IMOROD	amoŋ
5493	full	IMOROD	
5494	hand	IMOROD	pamamahadan
5495	hear	IMOROD	mamiziŋ
5496	horn	IMOROD	
5497	knee	IMOROD	
5498	leaf	IMOROD	vohoŋ
5499	liver	IMOROD	ataj
5500	louse	IMOROD	toma
5501	mountain	IMOROD	
5502	name	IMOROD	ŋaran
5503	new	IMOROD	vajo
5504	night	IMOROD	mahep
5505	nose	IMOROD	momodan
5506	one	IMOROD	asa
5507	path	IMOROD	rarahan
5508	person	IMOROD	tao
5509	see	IMOROD	cita
5510	skin	IMOROD	kolit
5511	star	IMOROD	mata no aŋit
5512	stone	IMOROD	vato
5513	sun	IMOROD	
5514	tongue	IMOROD	lila
5515	tooth	IMOROD	ŋepen
5516	tree	IMOROD	
5517	two	IMOROD	dowa
5518	water	IMOROD	ranom
5519	we	IMOROD	
5520	you	IMOROD	
5521	I	BABUYAN	
5522	blood	BABUYAN	raja
5523	bone	BABUYAN	tohaŋ
5524	breast	BABUYAN	soso
5525	come	BABUYAN	aj
5526	die	BABUYAN	diman
5527	dog	BABUYAN	Cito
5528	drink	BABUYAN	inom
5529	ear	BABUYAN	tadʒi5a
5530	eye	BABUYAN	mata
5531	fire	BABUYAN	apoj
5532	fish	BABUYAN	amoŋ
5533	full	BABUYAN	
5534	hand	BABUYAN	panorowan
5535	hear	BABUYAN	adŋej
5536	horn	BABUYAN	
5537	knee	BABUYAN	
5538	leaf	BABUYAN	bohoŋ
5539	liver	BABUYAN	ataji
5540	louse	BABUYAN	bigaw
5541	mountain	BABUYAN	
5542	name	BABUYAN	ŋaran
5543	new	BABUYAN	bajo
5544	night	BABUYAN	ahep
5545	nose	BABUYAN	momodan
5546	one	BABUYAN	asa
5547	path	BABUYAN	rarahan
5548	person	BABUYAN	tao
5549	see	BABUYAN	
5550	skin	BABUYAN	kodit
5551	star	BABUYAN	bitohen
5552	stone	BABUYAN	bato
5553	sun	BABUYAN	
5554	tongue	BABUYAN	rida
5555	tooth	BABUYAN	5ipen
5556	tree	BABUYAN	
5557	two	BABUYAN	dowa
5558	water	BABUYAN	ranom
5559	we	BABUYAN	
5560	you	BABUYAN	
5561	I	BISAYA SABAH	
5562	blood	BISAYA SABAH	dra
5563	bone	BISAYA SABAH	panah
5564	breast	BISAYA SABAH	susu
5565	come	BISAYA SABAH	temuloi
5566	die	BISAYA SABAH	matai
5567	dog	BISAYA SABAH	asu
5568	drink	BISAYA SABAH	inum
5569	ear	BISAYA SABAH	teliŋo
5570	eye	BISAYA SABAH	mato
5571	fire	BISAYA SABAH	apoi
5572	fish	BISAYA SABAH	sada
5573	full	BISAYA SABAH	
5574	hand	BISAYA SABAH	luŋon
5575	hear	BISAYA SABAH	kruŋau
5576	horn	BISAYA SABAH	
5577	knee	BISAYA SABAH	
5578	leaf	BISAYA SABAH	dun
5579	liver	BISAYA SABAH	lakaiau
5580	louse	BISAYA SABAH	
5581	mountain	BISAYA SABAH	bukit
5582	name	BISAYA SABAH	naran
5583	new	BISAYA SABAH	agu
5584	night	BISAYA SABAH	putoŋ
5585	nose	BISAYA SABAH	adoŋ
5586	one	BISAYA SABAH	
5587	path	BISAYA SABAH	teŋaio
5588	person	BISAYA SABAH	
5589	see	BISAYA SABAH	intoŋ
5590	skin	BISAYA SABAH	kulit
5591	star	BISAYA SABAH	paru
5592	stone	BISAYA SABAH	tali
5593	sun	BISAYA SABAH	mataŋadau
5594	tongue	BISAYA SABAH	dilo
5595	tooth	BISAYA SABAH	ipan
5596	tree	BISAYA SABAH	kaju
5597	two	BISAYA SABAH	
5598	water	BISAYA SABAH	aiek
5599	we	BISAYA SABAH	
5600	you	BISAYA SABAH	
5601	I	FINALLIG	
5602	blood	FINALLIG	Cara
5603	bone	FINALLIG	ikor
5604	breast	FINALLIG	susu
5605	come	FINALLIG	omali
5606	die	FINALLIG	matoj
5607	dog	FINALLIG	aso
5608	drink	FINALLIG	omenom
5609	ear	FINALLIG	iŋa
5610	eye	FINALLIG	mata
5611	fire	FINALLIG	
5612	fish	FINALLIG	kiaCiw
5613	full	FINALLIG	
5614	hand	FINALLIG	lima
5615	hear	FINALLIG	Coŋron
5616	horn	FINALLIG	
5617	knee	FINALLIG	
5618	leaf	FINALLIG	tofo
5619	liver	FINALLIG	agtoj
5620	louse	FINALLIG	koto
5621	mountain	FINALLIG	
5622	name	FINALLIG	ŋadan
5623	new	FINALLIG	fiaro
5624	night	FINALLIG	lafi
5625	nose	FINALLIG	aŋor
5626	one	FINALLIG	osa
5627	path	FINALLIG	Caran
5628	person	FINALLIG	tako
5629	see	FINALLIG	ilaon
5630	skin	FINALLIG	koblet
5631	star	FINALLIG	taraw
5632	stone	FINALLIG	fiato
5633	sun	FINALLIG	
5634	tongue	FINALLIG	Cila
5635	tooth	FINALLIG	fiab
5636	tree	FINALLIG	
5637	two	FINALLIG	Cowa
5638	water	FINALLIG	Canom
5639	we	FINALLIG	
5640	you	FINALLIG	
5641	I	HILIGAYNON	
5642	blood	HILIGAYNON	dugoʔ
5643	bone	HILIGAYNON	tulan
5644	breast	HILIGAYNON	suso
5645	come	HILIGAYNON	kadto
5646	die	HILIGAYNON	pataj
5647	dog	HILIGAYNON	idu
5648	drink	HILIGAYNON	ilimnon
5649	ear	HILIGAYNON	duluŋgan
5650	eye	HILIGAYNON	mata
5651	fire	HILIGAYNON	Clajo
5652	fish	HILIGAYNON	isda
5653	full	HILIGAYNON	
5654	hand	HILIGAYNON	kamut
5655	hear	HILIGAYNON	mati
5656	horn	HILIGAYNON	
5657	knee	HILIGAYNON	
5658	leaf	HILIGAYNON	dahon
5659	liver	HILIGAYNON	ataj
5660	louse	HILIGAYNON	
5661	mountain	HILIGAYNON	
5662	name	HILIGAYNON	ŋalan
5663	new	HILIGAYNON	bago
5664	night	HILIGAYNON	gabi
5665	nose	HILIGAYNON	iloŋ
5666	one	HILIGAYNON	isa
5667	path	HILIGAYNON	dalan
5668	person	HILIGAYNON	tao
5669	see	HILIGAYNON	kita
5670	skin	HILIGAYNON	panit
5671	star	HILIGAYNON	bituon
5672	stone	HILIGAYNON	bato
5673	sun	HILIGAYNON	
5674	tongue	HILIGAYNON	dilaʔ
5675	tooth	HILIGAYNON	ŋipon
5676	tree	HILIGAYNON	
5677	two	HILIGAYNON	
5678	water	HILIGAYNON	tubig
5679	we	HILIGAYNON	kita
5680	you	HILIGAYNON	ikaw
5681	I	INABAKNON	
5682	blood	INABAKNON	lahaʔ
5683	bone	INABAKNON	taʔulaŋ
5684	breast	INABAKNON	darakan
5685	come	INABAKNON	daʔito
5686	die	INABAKNON	mataj
5687	dog	INABAKNON	idoʔ
5688	drink	INABAKNON	talʔok
5689	ear	INABAKNON	taliŋa
5690	eye	INABAKNON	mata
5691	fire	INABAKNON	api
5692	fish	INABAKNON	dajiŋ
5693	full	INABAKNON	
5694	hand	INABAKNON	kambag
5695	hear	INABAKNON	kali
5696	horn	INABAKNON	
5697	knee	INABAKNON	
5698	leaf	INABAKNON	dahon
5699	liver	INABAKNON	ataj
5700	louse	INABAKNON	kuspad
5701	mountain	INABAKNON	
5702	name	INABAKNON	aron
5703	new	INABAKNON	bagʔo
5704	night	INABAKNON	saŋom
5705	nose	INABAKNON	uroŋ
5706	one	INABAKNON	
5707	path	INABAKNON	lalan
5708	person	INABAKNON	aʔa
5709	see	INABAKNON	kulaw
5710	skin	INABAKNON	anit
5711	star	INABAKNON	bituʔon
5712	stone	INABAKNON	bato
5713	sun	INABAKNON	
5714	tongue	INABAKNON	dalaʔ
5715	tooth	INABAKNON	impon
5716	tree	INABAKNON	
5717	two	INABAKNON	
5718	water	INABAKNON	buwahiʔ
5719	we	INABAKNON	kamiʔ
5720	you	INABAKNON	
5721	I	IRARALAY IVATAN	
5722	blood	IRARALAY IVATAN	rala
5723	bone	IRARALAY IVATAN	totowaŋ
5724	breast	IRARALAY IVATAN	soso
5725	come	IRARALAY IVATAN	maj
5726	die	IRARALAY IVATAN	zakat
5727	dog	IRARALAY IVATAN	agsa
5728	drink	IRARALAY IVATAN	inom
5729	ear	IRARALAY IVATAN	taliŋa
5730	eye	IRARALAY IVATAN	mata
5731	fire	IRARALAY IVATAN	apoj
5732	fish	IRARALAY IVATAN	amoŋ
5733	full	IRARALAY IVATAN	
5734	hand	IRARALAY IVATAN	lima
5735	hear	IRARALAY IVATAN	amizeŋ
5736	horn	IRARALAY IVATAN	
5737	knee	IRARALAY IVATAN	
5738	leaf	IRARALAY IVATAN	vohoŋ
5739	liver	IRARALAY IVATAN	ataji
5740	louse	IRARALAY IVATAN	koto
5741	mountain	IRARALAY IVATAN	
5742	name	IRARALAY IVATAN	ŋaran
5743	new	IRARALAY IVATAN	vajo
5744	night	IRARALAY IVATAN	ahep
5745	nose	IRARALAY IVATAN	momodan
5746	one	IRARALAY IVATAN	asa
5747	path	IRARALAY IVATAN	rarahan
5748	person	IRARALAY IVATAN	tao
5749	see	IRARALAY IVATAN	
5750	skin	IRARALAY IVATAN	kolit
5751	star	IRARALAY IVATAN	mata no hanjit
5752	stone	IRARALAY IVATAN	vato
5753	sun	IRARALAY IVATAN	
5754	tongue	IRARALAY IVATAN	lila
5755	tooth	IRARALAY IVATAN	ŋepen
5756	tree	IRARALAY IVATAN	
5757	two	IRARALAY IVATAN	dowa
5758	water	IRARALAY IVATAN	ranom
5759	we	IRARALAY IVATAN	
5760	you	IRARALAY IVATAN	
5761	I	ISAMORONG IVATAN	
5762	blood	ISAMORONG IVATAN	raja
5763	bone	ISAMORONG IVATAN	tohaŋ
5764	breast	ISAMORONG IVATAN	soso
5765	come	ISAMORONG IVATAN	maj
5766	die	ISAMORONG IVATAN	diman
5767	dog	ISAMORONG IVATAN	Tito
5768	drink	ISAMORONG IVATAN	inom
5769	ear	ISAMORONG IVATAN	tadi5a
5770	eye	ISAMORONG IVATAN	mata
5771	fire	ISAMORONG IVATAN	apoj
5772	fish	ISAMORONG IVATAN	amoŋ
5773	full	ISAMORONG IVATAN	
5774	hand	ISAMORONG IVATAN	tanoro
5775	hear	ISAMORONG IVATAN	adŋej
5776	horn	ISAMORONG IVATAN	
5777	knee	ISAMORONG IVATAN	
5778	leaf	ISAMORONG IVATAN	vohoŋ
5779	liver	ISAMORONG IVATAN	ataj
5780	louse	ISAMORONG IVATAN	koto
5781	mountain	ISAMORONG IVATAN	
5782	name	ISAMORONG IVATAN	ŋaran
5783	new	ISAMORONG IVATAN	vajo
5784	night	ISAMORONG IVATAN	misarisari
5785	nose	ISAMORONG IVATAN	momodan
5786	one	ISAMORONG IVATAN	asa
5787	path	ISAMORONG IVATAN	rarahan
5788	person	ISAMORONG IVATAN	tao
5789	see	ISAMORONG IVATAN	voja
5790	skin	ISAMORONG IVATAN	kodit
5791	star	ISAMORONG IVATAN	vitohen
5792	stone	ISAMORONG IVATAN	vato
5793	sun	ISAMORONG IVATAN	
5794	tongue	ISAMORONG IVATAN	rida
5795	tooth	ISAMORONG IVATAN	5ipen
5796	tree	ISAMORONG IVATAN	
5797	two	ISAMORONG IVATAN	dadwa
5798	water	ISAMORONG IVATAN	ranom
5799	we	ISAMORONG IVATAN	
5800	you	ISAMORONG IVATAN	
5801	I	IVASAY IVATAN	
5802	blood	IVASAY IVATAN	raja
5803	bone	IVASAY IVATAN	tohaŋ
5804	breast	IVASAY IVATAN	soso
5805	come	IVASAY IVATAN	maŋaj
5806	die	IVASAY IVATAN	diman
5807	dog	IVASAY IVATAN	Cito
5808	drink	IVASAY IVATAN	inom
5809	ear	IVASAY IVATAN	tadi5a
5810	eye	IVASAY IVATAN	mata
5811	fire	IVASAY IVATAN	apoj
5812	fish	IVASAY IVATAN	amoŋ
5813	full	IVASAY IVATAN	
5814	hand	IVASAY IVATAN	tanoro
5815	hear	IVASAY IVATAN	adŋej
5816	horn	IVASAY IVATAN	
5817	knee	IVASAY IVATAN	
5818	leaf	IVASAY IVATAN	vohoŋ
5819	liver	IVASAY IVATAN	ataj
5820	louse	IVASAY IVATAN	
5821	mountain	IVASAY IVATAN	
5822	name	IVASAY IVATAN	ŋaran
5823	new	IVASAY IVATAN	vajo
5824	night	IVASAY IVATAN	mahep
5825	nose	IVASAY IVATAN	mohed
5826	one	IVASAY IVATAN	asa
5827	path	IVASAY IVATAN	rahan
5828	person	IVASAY IVATAN	tawo
5829	see	IVASAY IVATAN	tib
5830	skin	IVASAY IVATAN	kodit
5831	star	IVASAY IVATAN	vitohen
5832	stone	IVASAY IVATAN	bato
5833	sun	IVASAY IVATAN	
5834	tongue	IVASAY IVATAN	rida
5835	tooth	IVASAY IVATAN	5ipen
5836	tree	IVASAY IVATAN	
5837	two	IVASAY IVATAN	dadwa
5838	water	IVASAY IVATAN	danom
5839	we	IVASAY IVATAN	
5840	you	IVASAY IVATAN	
5841	I	KANKANAEY	
5842	blood	KANKANAEY	dada
5843	bone	KANKANAEY	toŋa
5844	breast	KANKANAEY	soso
5845	come	KANKANAEY	omali
5846	die	KANKANAEY	matej
5847	dog	KANKANAEY	aso
5848	drink	KANKANAEY	maninom
5849	ear	KANKANAEY	keweŋ
5850	eye	KANKANAEY	mata
5851	fire	KANKANAEY	apoj
5852	fish	KANKANAEY	nigaj
5853	full	KANKANAEY	
5854	hand	KANKANAEY	takaj
5855	hear	KANKANAEY	deŋen
5856	horn	KANKANAEY	
5857	knee	KANKANAEY	
5858	leaf	KANKANAEY	tobo
5859	liver	KANKANAEY	atej
5860	louse	KANKANAEY	koto
5861	mountain	KANKANAEY	
5862	name	KANKANAEY	ŋadan
5863	new	KANKANAEY	balo
5864	night	KANKANAEY	labi
5865	nose	KANKANAEY	eŋ
5866	one	KANKANAEY	esE
5867	path	KANKANAEY	danan
5868	person	KANKANAEY	ipogaw
5869	see	KANKANAEY	ilaen
5870	skin	KANKANAEY	kopkop
5871	star	KANKANAEY	talaw
5872	stone	KANKANAEY	bato
5873	sun	KANKANAEY	
5874	tongue	KANKANAEY	dila
5875	tooth	KANKANAEY	baba
5876	tree	KANKANAEY	
5877	two	KANKANAEY	dowE
5878	water	KANKANAEY	danom
5879	we	KANKANAEY	
5880	you	KANKANAEY	
5881	I	LIMOS KALINGA	
5882	blood	LIMOS KALINGA	dala
5883	bone	LIMOS KALINGA	duli
5884	breast	LIMOS KALINGA	susu
5885	come	LIMOS KALINGA	dumatoŋ
5886	die	LIMOS KALINGA	matoj
5887	dog	LIMOS KALINGA	asu
5888	drink	LIMOS KALINGA	uminum
5889	ear	LIMOS KALINGA	iŋa
5890	eye	LIMOS KALINGA	ata
5891	fire	LIMOS KALINGA	apuj
5892	fish	LIMOS KALINGA	ikan
5893	full	LIMOS KALINGA	
5894	hand	LIMOS KALINGA	ima
5895	hear	LIMOS KALINGA	magŋol
5896	horn	LIMOS KALINGA	
5897	knee	LIMOS KALINGA	
5898	leaf	LIMOS KALINGA	tubu
5899	liver	LIMOS KALINGA	agtoj
5900	louse	LIMOS KALINGA	kutu
5901	mountain	LIMOS KALINGA	
5902	name	LIMOS KALINGA	ŋadan
5903	new	LIMOS KALINGA	bagu
5904	night	LIMOS KALINGA	labi
5905	nose	LIMOS KALINGA	oŋol
5906	one	LIMOS KALINGA	osa
5907	path	LIMOS KALINGA	dalan
5908	person	LIMOS KALINGA	tagu
5909	see	LIMOS KALINGA	umila
5910	skin	LIMOS KALINGA	kupsit
5911	star	LIMOS KALINGA	bituwon
5912	stone	LIMOS KALINGA	batu
5913	sun	LIMOS KALINGA	
5914	tongue	LIMOS KALINGA	dila
5915	tooth	LIMOS KALINGA	ŋipon
5916	tree	LIMOS KALINGA	
5917	two	LIMOS KALINGA	duwa
5918	water	LIMOS KALINGA	danum
5919	we	LIMOS KALINGA	
5920	you	LIMOS KALINGA	
5921	I	MANDAYAN BOSO	
5922	blood	MANDAYAN BOSO	duguʔ
5923	bone	MANDAYAN BOSO	pəsaʔ
5924	breast	MANDAYAN BOSO	susu
5925	come	MANDAYAN BOSO	
5926	die	MANDAYAN BOSO	
5927	dog	MANDAYAN BOSO	iduʔ
5928	drink	MANDAYAN BOSO	iminəm
5929	ear	MANDAYAN BOSO	taliŋa
5930	eye	MANDAYAN BOSO	mata
5931	fire	MANDAYAN BOSO	atulun
5932	fish	MANDAYAN BOSO	kaja
5933	full	MANDAYAN BOSO	jamabijag
5934	hand	MANDAYAN BOSO	bəktən
5935	hear	MANDAYAN BOSO	jədəŋəg
5936	horn	MANDAYAN BOSO	
5937	knee	MANDAYAN BOSO	tuʔud
5938	leaf	MANDAYAN BOSO	
5939	liver	MANDAYAN BOSO	ataj
5940	louse	MANDAYAN BOSO	kutu
5941	mountain	MANDAYAN BOSO	bətaj
5942	name	MANDAYAN BOSO	galan
5943	new	MANDAYAN BOSO	bagu
5944	night	MANDAYAN BOSO	gabi
5945	nose	MANDAYAN BOSO	iluŋ
5946	one	MANDAYAN BOSO	isa
5947	path	MANDAYAN BOSO	
5948	person	MANDAYAN BOSO	utaw
5949	see	MANDAYAN BOSO	jakitaʔ
5950	skin	MANDAYAN BOSO	palis
5951	star	MANDAYAN BOSO	bituʔun
5952	stone	MANDAYAN BOSO	batu
5953	sun	MANDAYAN BOSO	
5954	tongue	MANDAYAN BOSO	dilaʔ
5955	tooth	MANDAYAN BOSO	untu
5956	tree	MANDAYAN BOSO	kauj
5957	two	MANDAYAN BOSO	duwa
5958	water	MANDAYAN BOSO	tubig
5959	we	MANDAYAN BOSO	
5960	you	MANDAYAN BOSO	
5961	I	MANDAYAN CARAGA	
5962	blood	MANDAYAN CARAGA	duguʔ
5963	bone	MANDAYAN CARAGA	pusaʔ
5964	breast	MANDAYAN CARAGA	susu
5965	come	MANDAYAN CARAGA	
5966	die	MANDAYAN CARAGA	
5967	dog	MANDAYAN CARAGA	iduʔ
5968	drink	MANDAYAN CARAGA	minum
5969	ear	MANDAYAN CARAGA	taliŋa
5970	eye	MANDAYAN CARAGA	mata
5971	fire	MANDAYAN CARAGA	atulun
5972	fish	MANDAYAN CARAGA	
5973	full	MANDAYAN CARAGA	bijag
5974	hand	MANDAYAN CARAGA	buktun
5975	hear	MANDAYAN CARAGA	dunug
5976	horn	MANDAYAN CARAGA	
5977	knee	MANDAYAN CARAGA	tuʔud
5978	leaf	MANDAYAN CARAGA	
5979	liver	MANDAYAN CARAGA	ataj
5980	louse	MANDAYAN CARAGA	kutu
5981	mountain	MANDAYAN CARAGA	butaj
5982	name	MANDAYAN CARAGA	galan
5983	new	MANDAYAN CARAGA	
5984	night	MANDAYAN CARAGA	gabi
5985	nose	MANDAYAN CARAGA	iluŋ
5986	one	MANDAYAN CARAGA	isa
5987	path	MANDAYAN CARAGA	
5988	person	MANDAYAN CARAGA	utaw
5989	see	MANDAYAN CARAGA	jakitaʔ
5990	skin	MANDAYAN CARAGA	palis
5991	star	MANDAYAN CARAGA	bituʔun
5992	stone	MANDAYAN CARAGA	batu
5993	sun	MANDAYAN CARAGA	
5994	tongue	MANDAYAN CARAGA	dilaʔ
5995	tooth	MANDAYAN CARAGA	untu
5996	tree	MANDAYAN CARAGA	kaʔuj
5997	two	MANDAYAN CARAGA	duwa
5998	water	MANDAYAN CARAGA	tubig
5999	we	MANDAYAN CARAGA	
6000	you	MANDAYAN CARAGA	
6001	I	MANDAYAN ISLAM PISO	
6002	blood	MANDAYAN ISLAM PISO	duguʔ
6003	bone	MANDAYAN ISLAM PISO	pusaʔ
6004	breast	MANDAYAN ISLAM PISO	susu
6005	come	MANDAYAN ISLAM PISO	
6006	die	MANDAYAN ISLAM PISO	
6007	dog	MANDAYAN ISLAM PISO	iduʔ
6008	drink	MANDAYAN ISLAM PISO	inim
6009	ear	MANDAYAN ISLAM PISO	taliŋa
6010	eye	MANDAYAN ISLAM PISO	mata
6011	fire	MANDAYAN ISLAM PISO	atuun
6012	fish	MANDAYAN ISLAM PISO	
6013	full	MANDAYAN ISLAM PISO	bijag
6014	hand	MANDAYAN ISLAM PISO	bəktən
6015	hear	MANDAYAN ISLAM PISO	dəŋəg
6016	horn	MANDAYAN ISLAM PISO	
6017	knee	MANDAYAN ISLAM PISO	tuud
6018	leaf	MANDAYAN ISLAM PISO	
6019	liver	MANDAYAN ISLAM PISO	ataj
6020	louse	MANDAYAN ISLAM PISO	kutu
6021	mountain	MANDAYAN ISLAM PISO	butaj
6022	name	MANDAYAN ISLAM PISO	gaan
6023	new	MANDAYAN ISLAM PISO	bagu
6024	night	MANDAYAN ISLAM PISO	gabi
6025	nose	MANDAYAN ISLAM PISO	iluŋ
6026	one	MANDAYAN ISLAM PISO	isa
6027	path	MANDAYAN ISLAM PISO	
6028	person	MANDAYAN ISLAM PISO	utaw
6029	see	MANDAYAN ISLAM PISO	matanaw
6030	skin	MANDAYAN ISLAM PISO	palis
6031	star	MANDAYAN ISLAM PISO	bituun
6032	stone	MANDAYAN ISLAM PISO	batu
6033	sun	MANDAYAN ISLAM PISO	
6034	tongue	MANDAYAN ISLAM PISO	dilaʔ
6035	tooth	MANDAYAN ISLAM PISO	untu
6036	tree	MANDAYAN ISLAM PISO	kauj
6037	two	MANDAYAN ISLAM PISO	duwa
6038	water	MANDAYAN ISLAM PISO	tubig
6039	we	MANDAYAN ISLAM PISO	
6040	you	MANDAYAN ISLAM PISO	
6041	I	MANSAKA 2	
6042	blood	MANSAKA 2	duguʔ
6043	bone	MANSAKA 2	pəsaʔ
6044	breast	MANSAKA 2	susu
6045	come	MANSAKA 2	
6046	die	MANSAKA 2	
6047	dog	MANSAKA 2	iduʔ
6048	drink	MANSAKA 2	inəm
6049	ear	MANSAKA 2	taliŋa
6050	eye	MANSAKA 2	mata
6051	fire	MANSAKA 2	atulun
6052	fish	MANSAKA 2	kaja
6053	full	MANSAKA 2	bijag
6054	hand	MANSAKA 2	bəktən
6055	hear	MANSAKA 2	dəŋəg
6056	horn	MANSAKA 2	
